time ,NoDur,Durbl,Manuf,Enrgy,Chems,BusEq,Telcm,Utils,Shops,Hlth ,Money,Other
196101,   5.44,   8.57,   6.29,   9.76,   6.38,   3.11,   7.89,   4.86,   2.90,   6.05,   7.31,   8.10
196102,   6.65,   4.43,   5.71,   0.73,   2.73,   3.14,   0.75,   3.68,   4.95,   5.19,   7.14,   4.87
196103,   4.82,   3.91,   1.47,   1.42,   1.90,   3.01,   7.43,   1.75,   5.85,   3.80,   4.54,   2.85
196104,  -1.36,  -1.04,  -1.32,   4.76,  -0.69,   0.14,   0.80,   1.87,   0.58,  -0.30,   1.55,  -0.08
196105,   3.67,   1.65,   3.91,   0.15,   4.74,   3.81,  -1.04,   2.50,   4.09,   2.28,   4.18,   4.22
196106,  -1.42,  -1.88,  -4.33,  -4.02,  -0.23,  -3.16,  -3.99,  -1.82,   0.53,  -3.38,  -2.68,  -4.55
196107,   2.84,   6.99,   1.83,   2.27,   3.01,   2.44,   6.43,   2.88,   2.45,   3.45,   3.53,  -0.08
196108,   5.13,   2.03,   1.73,   0.20,   3.89,   4.88,   0.26,   3.80,   3.26,   3.84,   8.79,   3.19
196109,   0.03,   5.54,  -4.61,  -6.43,  -4.02,   0.82,  -2.77,   1.40,   0.40,  -1.31,  -0.23,  -2.83
196110,   3.37,   0.35,   0.30,   6.62,  -0.20,   2.90,   0.19,   5.30,   9.02,   3.52,   2.21,   2.32
196111,   5.49,   9.84,   2.92,   5.54,   2.84,   3.13,   8.49,   3.41,   5.11,   3.27,   7.37,   1.70
196112,  -3.16,   2.12,   0.59,   3.79,  -0.55,  -0.94,   3.33,  -4.21,  -0.31,  -2.02,  -4.25,  -0.18
196201,  -6.17,  -0.96,  -3.01,   0.09,  -5.32,  -4.59,  -6.08,  -2.58,  -8.63,  -4.62,  -4.75,   0.81
196202,   0.23,  -1.52,   0.82,   5.35,   2.81,  -0.40,   4.09,   2.62,   1.63,   3.76,   3.79,   0.39
196203,  -1.10,  -1.17,   0.15,  -1.66,  -1.41,   0.06,  -2.94,   1.98,   0.91,   0.54,  -1.93,  -1.80
196204,  -6.74,  -4.35,  -8.35,  -3.62,  -6.13, -12.39,  -4.71,  -2.79,  -4.42, -11.01,  -7.47,  -6.90
196205, -11.25,  -5.10,  -8.62,  -4.98,  -8.36, -10.74,  -7.11, -10.46,  -9.08, -10.90,  -9.78,  -6.71
196206,  -8.80,  -6.57,  -9.75,  -4.86,  -9.22, -11.80,  -8.52,  -5.10, -10.26, -12.59, -10.81,  -8.16
196207,   5.22,   8.67,   4.79,   4.90,   7.54,  11.43,   7.23,   7.45,   4.36,   7.78,   8.39,   3.99
196208,   0.89,   3.78,   1.91,   1.84,   3.92,   3.04,   1.58,   3.17,   4.30,  -7.92,   3.80,   3.86
196209,  -5.63,  -2.87,  -7.14,  -1.78,  -3.12,  -9.39,  -6.05,  -2.84,  -6.58,  -4.05,  -5.65,  -5.80
196210,  -3.28,   2.32,  -0.20,  -0.29,   4.36,  -0.01,   2.77,  -1.09,  -1.33,   2.47,  -0.68,   1.55
196211,  12.09,   7.15,  13.84,  10.71,  11.99,  14.81,   7.16,   7.60,  11.18,  17.59,  14.14,  15.38
196212,   1.43,   2.90,  -1.73,   4.69,   0.98,  -0.70,   1.08,   3.44,   0.06,   0.89,   1.61,   1.18
196301,   5.94,   6.38,   6.17,   2.69,   4.52,   6.12,   4.13,   5.26,   4.09,   5.65,   3.63,   6.30
196302,  -3.04,  -3.02,  -1.76,  -1.31,  -3.75,  -5.81,  -1.09,  -1.47,  -0.66,  -2.58,  -0.35,  -0.39
196303,   2.57,   7.44,   2.29,   6.97,   3.71,   2.94,   1.94,   1.79,   2.02,   1.18,   2.30,   3.23
196304,   2.38,   5.67,   4.47,   6.05,   4.53,   7.35,   3.73,   2.40,   5.45,   7.62,   3.65,   7.27
196305,   1.90,   7.86,   2.89,  -0.11,   0.97,   4.22,  -0.64,   1.03,   2.59,  -0.25,   0.42,   5.63
196306,  -1.38,  -2.79,  -2.64,   1.21,  -2.83,  -4.97,  -1.94,  -1.12,  -1.36,  -1.09,  -0.99,  -1.49
196307,  -0.49,  -0.22,  -1.53,   2.29,  -1.14,  -0.67,  -0.23,   0.80,  -1.03,   0.56,  -0.61,  -2.34
196308,   4.89,   6.55,   6.79,   3.93,   4.98,   5.12,   4.29,   4.20,   6.43,   9.56,   4.28,   6.39
196309,  -1.69,  -0.24,  -0.80,  -3.64,  -0.84,   0.36,   2.36,  -2.50,   0.97,  -4.06,  -3.25,  -3.09
196310,   2.65,   9.72,   2.51,  -0.32,   2.78,   8.35,   3.40,  -0.67,   0.52,   3.38,   0.68,   1.88
196311,  -1.13,  -4.84,  -0.41,  -1.15,   1.82,  -0.31,   4.16,  -1.02,  -1.23,  -1.65,  -2.29,   2.03
196312,   2.81,   0.27,   0.94,   4.65,   4.03,   2.99,  -0.14,   2.42,   0.34,   1.54,   1.61,   3.62
196401,   0.79,   1.19,   2.46,   4.84,   3.11,   2.98,   3.35,   1.40,   2.51,   3.68,  -1.14,   2.84
196402,   1.87,   2.14,   3.16,   1.06,   1.98,   1.91,  -0.28,   0.87,   1.62,   1.66,   3.76,   6.56
196403,   3.08,   0.93,   4.22,   1.40,   2.61,   3.41,  -0.94,  -0.75,   2.43,  -1.94,   0.70,   3.11
196404,  -0.48,   1.93,  -1.79,   4.02,  -1.48,  -3.78,   0.81,   1.06,   2.86,  -1.42,  -0.97,   1.02
196405,   1.56,   1.12,   1.59,   2.14,   2.09,   2.83,  -0.40,   0.84,   3.89,   0.53,   0.00,   3.89
196406,   1.61,   0.67,   1.44,   0.65,  -0.15,   0.50,   4.76,   2.20,   3.82,   0.59,  -1.18,   2.85
196407,   1.80,   5.28,   0.98,   3.34,   2.15,  -1.93,  -1.99,   4.91,   1.23,   4.76,   1.89,   1.03
196408,  -0.26,   1.33,  -0.83,  -1.86,  -2.08,  -2.83,  -1.53,  -0.01,   0.34,  -4.22,  -2.14,  -3.69
196409,   1.70,   5.04,   4.87,   3.08,   4.53,   1.11,  -1.02,   1.87,   3.48,   2.73,   2.50,   4.95
196410,  -0.19,   0.25,  -0.01,   3.06,   0.95,  -1.02,  -0.89,   0.95,   2.32,   2.88,  -0.64,   3.26
196411,   0.70,  -1.38,  -1.47,   2.55,   1.47,  -0.29,  -2.23,   1.37,   3.27,   2.17,  -0.89,  -2.30
196412,   0.21,   1.67,  -1.55,  -0.24,   0.64,   0.00,   3.10,   0.50,   0.18,   4.38,  -1.20,  -2.10
196501,   6.10,   3.76,   5.70,   0.51,   5.12,   7.59,   0.27,   3.96,   3.06,   7.66,   2.72,   5.85
196502,   1.62,  -0.69,   3.31,  -3.36,   0.92,   2.23,   0.79,   0.43,   1.37,   2.42,   1.25,   3.31
196503,  -0.77,   1.39,  -0.21,  -3.03,  -2.96,  -0.61,  -1.68,  -0.52,  -0.85,  -0.92,  -0.33,  -0.24
196504,   4.21,   7.04,   4.99,   0.86,   1.99,   5.22,   2.30,   0.65,   6.82,   2.98,   2.56,   1.94
196505,  -0.77,  -3.53,  -0.77,   0.86,   0.07,   0.41,   2.79,  -0.97,   0.18,  -1.24,  -2.35,  -1.32
196506,  -5.13,  -6.83,  -6.40,  -1.98,  -5.81,  -5.71,  -4.14,  -3.66,  -6.19,  -5.31,  -4.91,  -8.09
196507,   1.61,   2.30,   2.85,   1.81,   0.26,   3.72,  -0.38,   1.06,  -1.41,   3.95,   1.13,   4.80
196508,   4.11,   3.21,   4.54,   1.56,   1.58,   5.97,   1.33,   0.92,   2.28,   6.29,   4.54,   5.38
196509,   0.48,   6.97,   4.16,   4.37,   3.32,   5.29,   1.09,   1.39,  -0.68,   2.24,  -0.10,   2.93
196510,   2.66,   6.34,   5.22,   1.84,   2.78,   5.11,  -2.29,   1.05,   0.26,   3.23,   1.15,   6.04
196511,   1.12,  -4.03,   2.58,   0.71,  -1.50,   2.81,  -4.32,  -1.00,   1.36,   3.80,   1.04,   5.36
196512,   1.24,   1.23,   3.67,   0.17,   2.25,  -1.68,  -0.86,  -0.31,   1.33,   3.83,   1.96,   4.23
196601,   1.92,   0.49,   4.09,   1.04,  -0.12,   1.29,  -1.30,  -3.02,  -4.37,   2.74,   0.56,   7.55
196602,  -0.47,  -1.50,  -0.28,  -3.47,  -1.96,   5.21,   0.48,  -4.17,  -1.87,  -1.55,  -2.09,   4.01
196603,  -2.68,  -3.06,  -1.20,  -2.23,  -3.47,  -0.78,  -4.84,  -0.14,  -2.14,  -1.60,  -4.07,  -2.31
196604,   0.43,   0.11,   3.84,   3.13,   0.07,   7.62,   1.26,   1.19,   3.07,  -0.02,   1.30,   3.78
196605,  -4.91,  -8.11,  -6.27,  -3.74,  -3.84,  -6.00,  -2.98,  -2.73,  -2.86,  -5.26,  -3.90,  -9.50
196606,  -1.82,  -2.11,  -0.20,  -2.28,  -3.20,  -0.03,   0.49,  -1.78,  -2.37,   0.99,  -2.09,   1.98
196607,  -1.21,  -2.44,  -1.84,   0.40,  -0.54,  -1.79,  -1.17,  -0.18,  -1.97,  -1.72,  -2.05,  -2.05
196608,  -7.11,  -7.47,  -8.12,  -6.36,  -7.37,  -5.92,  -4.60,  -8.59,  -6.41,  -8.07,  -8.78, -12.99
196609,  -1.48,  -1.04,  -2.86,   3.94,  -5.57,  -1.94,  -0.57,   4.36,  -1.96,  -1.13,  -0.07,  -2.64
196610,   4.50,   0.57,   2.59,   8.47,   2.25,   0.28,   9.19,   9.94,  -1.43,   4.87,  10.32,  -0.12
196611,   2.33,  -3.51,   3.60,  -1.14,   0.02,  11.11,  -2.84,  -1.36,   0.73,   6.89,   3.03,  10.39
196612,   0.22,  -2.61,   1.56,  -0.66,   0.91,   0.32,   2.98,   2.10,  -4.09,  -0.17,   3.45,   1.46
196701,   9.42,  12.19,  11.49,   3.59,  10.37,  10.13,   6.23,   2.84,  11.81,   6.41,   9.02,  13.37
196702,   2.00,  -1.01,   1.51,  -0.07,   0.20,   6.27,   2.15,  -1.72,   3.20,   1.42,   0.18,  -0.44
196703,   4.45,   4.27,   5.97,   3.61,   5.26,   5.32,   2.94,   1.53,   2.39,   7.83,   1.29,   5.51
196704,   4.59,  10.83,   3.27,   1.67,   5.27,   7.65,   0.19,   1.88,   9.18,   4.46,   0.47,   2.99
196705,  -2.63,  -7.28,  -3.33,  -2.42,  -4.62,  -4.41,  -5.67,  -4.11,  -4.66,  -5.29,  -2.38,  -1.67
196706,   2.65,   1.52,   2.63,   2.28,   0.60,   6.29,   2.72,  -1.31,   3.83,   5.38,   3.76,   3.78
196707,   6.03,  10.71,   4.98,   6.92,   5.28,   3.98,  -6.62,   2.33,   5.99,   3.79,   6.96,   8.22
196708,  -0.84,   0.08,  -0.63,  -1.46,  -0.07,  -0.99,  -1.25,  -0.65,   0.49,   0.66,   2.11,  -1.31
196709,   3.13,   4.98,   2.66,   4.21,   4.46,   8.38,   1.20,  -0.09,   2.27,   2.89,   3.18,   0.58
196710,  -2.66,  -4.88,  -4.46,  -0.99,  -4.62,   5.08,  -3.49,  -5.36,   0.67,  -5.01,  -4.00,  -5.73
196711,   0.56,  -0.69,   1.44,   0.78,  -1.64,   1.37,   0.09,   3.17,   0.81,   1.33,  -1.37,   0.00
196712,   3.20,   0.88,   4.70,   3.09,   6.81,   2.16,   0.13,   3.28,   3.44,   1.62,   7.32,   4.76
196801,  -0.58,  -5.16,  -6.24,  -0.89,  -6.98,  -8.81,   2.69,   0.20,   1.12,  -6.57,   2.89,  -3.78
196802,  -2.67,  -2.31,  -4.62,  -2.65,  -3.33,  -4.50,  -2.40,  -1.48,  -0.78,  -4.24,  -2.85,  -3.87
196803,   0.74,   0.52,   0.80,   0.76,   0.64,   4.26,  -1.12,  -3.93,   2.89,   0.10,   0.85,  -0.51
196804,  11.09,  12.01,  11.39,   5.68,   8.49,  12.34,   2.22,   2.49,  12.34,  11.90,  11.37,  12.43
196805,   5.02,  -0.37,   4.28,   1.26,  -0.41,   3.87,  -0.74,   0.45,   3.50,   3.34,   6.61,   6.09
196806,   1.19,  -1.65,  -0.60,   1.81,   0.72,  -2.01,   4.15,   8.44,   0.41,   2.25,   7.76,   0.78
196807,  -3.90,  -2.85,  -4.90,   5.28,  -2.31,  -5.57,  -0.19,   0.17,  -5.07,  -4.10,   0.79,  -4.56
196808,   2.81,   1.16,   3.76,   1.28,   1.77,   0.46,   1.26,  -0.87,   2.25,   0.68,   5.61,   1.38
196809,   4.86,   6.87,   4.33,   3.53,   5.09,   2.94,   2.95,   0.27,   7.88,   0.85,   9.11,   9.20
196810,   0.87,   4.70,   0.51,   2.55,   2.36,  -5.07,   3.17,   0.49,   0.74,  -0.05,   3.09,   0.09
196811,   4.66,  -0.42,   5.93,   5.56,   5.37,   8.68,   5.39,   8.79,   5.09,   8.10,   6.53,   8.20
196812,  -1.04,  -4.42,  -3.27,  -2.56,  -4.21,  -5.46,  -6.64,  -2.88,  -4.10,  -1.03,  -6.11,  -2.52
196901,  -1.20,  -1.87,  -0.13,  -1.12,  -1.07,  -4.74,   1.20,   2.41,  -1.04,  -0.23,  -0.04,   1.33
196902,  -6.59,  -3.37,  -6.19,  -4.60,  -4.69,  -3.55,  -3.32,  -5.20,  -4.09,  -5.14,  -8.66,  -8.20
196903,   0.76,   5.00,   2.96,   7.09,   1.17,   5.48,  -0.42,  -1.29,   5.14,   3.34,   3.49,  -0.57
196904,   1.03,   1.30,   1.49,  -0.35,   0.61,   4.01,   7.73,   1.34,   3.71,   4.98,   2.97,   1.23
196905,   1.19,  -0.02,  -1.38,   3.69,   0.94,  -1.78,   1.06,   0.02,   0.57,   1.66,  -1.18,  -1.08
196906,  -7.33,  -5.97,  -6.96,  -9.92,  -6.35,  -0.01,  -3.98,  -5.74,  -5.40,  -5.03, -10.22, -10.90
196907,  -6.93,  -7.00,  -6.36,  -9.63,  -3.14,  -5.38,  -4.49,  -2.98,  -8.53,  -2.73,  -8.70,  -9.47
196908,   5.00,   3.01,   4.06,   6.58,   4.38,   7.02,   1.66,  -1.29,   8.17,   9.20,  10.55,   7.76
196909,   0.26,  -0.39,  -1.48,  -9.63,  -4.07,   0.25,  -4.00,  -4.14,  -0.62,   2.17,  -0.74,  -0.75
196910,   8.35,   3.87,   6.63,  -1.06,   6.47,   5.80,   3.50,   8.28,   6.70,   8.97,   9.05,   6.98
196911,  -2.40,  -4.43,  -3.53,  -4.51,  -3.56,  -1.83,   1.18,  -5.26,  -4.25,   0.34,  -6.82,  -4.43
196912,  -1.96,  -3.43,  -1.19,  -3.01,  -1.52,  -0.76,  -5.51,  -0.65,  -3.03,   4.30,  -2.29,  -4.99
197001,  -4.30,  -8.24,  -7.70, -11.44,  -5.48,  -9.17,  -2.56,  -4.23,  -5.91,  -7.11,  -9.18,  -8.50
197002,   4.72,   5.86,   5.26,   5.38,   3.38,   2.95,   7.95,   8.36,   5.29,   5.57,  11.15,   7.88
197003,  -0.86,   4.98,  -0.55,  -0.43,  -0.38,  -2.60,   2.29,   2.91,  -1.70,  -5.10,  -0.78,  -2.93
197004, -10.20,  -8.77,  -9.90,  -9.15,  -6.25, -14.45,  -8.79,  -8.06, -11.25, -10.12, -12.80, -14.53
197005,  -7.51,  -6.23,  -9.36,   2.63,  -2.99,  -9.48,  -3.74,  -5.36,  -9.63,  -7.74,  -8.35,  -8.27
197006,  -1.57,  -3.80,  -5.51,  -2.46,  -2.45, -11.89,  -8.48,  -4.70,  -4.01,  -0.48,  -4.62,  -8.90
197007,   6.69,  10.32,   4.28,  12.77,   6.76,   2.42,  10.27,   8.71,  10.59,   2.14,   8.77,   7.25
197008,   1.50,   8.29,   4.76,   6.53,   3.93,   8.05,   2.50,   4.67,   5.22,   1.80,   5.02,   5.05
197009,   5.63,   2.81,   4.95,   3.27,   1.60,  10.21,  -0.93,  -0.54,   7.96,   8.01,   5.27,  10.00
197010,   0.65,  -2.06,  -3.66,   2.97,  -1.66,  -3.54,  -3.75,  -0.80,  -1.63,   0.31,  -7.29,  -4.53
197011,   4.80,   6.84,   3.56,   4.89,   4.89,   4.12,   6.11,   9.39,   6.84,   2.97,   5.91,   1.69
197012,   7.45,   6.27,   8.03,   2.28,   8.07,   4.36,   6.85,   7.13,   5.35,   5.34,   9.58,   7.17
197101,   4.92,   3.76,   6.30,   0.39,   5.25,   5.42,   9.75,   2.95,   8.26,   4.92,   5.25,  10.36
197102,   3.79,   2.24,   1.07,   4.73,   1.61,   2.82,  -5.30,  -2.58,   3.68,   1.31,   1.85,   2.59
197103,   4.47,   3.48,   4.45,   2.71,   3.78,   8.05,   0.73,   2.39,   6.75,   3.68,   7.17,   4.76
197104,   2.21,   8.56,   4.44,   4.34,   4.34,   2.39,   0.82,  -3.54,   4.99,   4.23,   2.29,   6.34
197105,  -3.05,  -4.35,  -2.68,  -4.68,  -0.95,  -6.15,  -5.21,  -3.69,  -1.90,  -2.13,  -5.40,  -3.71
197106,  -0.12,  -0.52,  -0.28,   1.04,   2.31,  -2.14,   1.05,   4.29,   0.44,   2.05,  -0.02,  -2.58
197107,  -2.13,  -5.28,  -5.22,  -2.15,  -4.39,  -8.72,  -3.69,  -2.15,  -3.56,  -2.17,  -1.90,  -5.94
197108,   3.13,  10.53,   6.62,  -1.16,   6.22,   5.66,  -0.24,  -2.33,   6.21,   3.15,   6.71,   7.29
197109,  -0.05,  -0.05,  -0.56,  -1.67,   0.61,  -1.57,   0.27,  -1.49,   0.68,   0.66,  -0.29,  -0.55
197110,  -4.33,  -5.06,  -6.53,  -4.30,  -4.71,  -4.34,  -1.83,   2.04,  -3.39,  -2.47,  -2.30,  -6.30
197111,  -0.38,   0.17,  -0.95,   0.02,  -0.91,   1.84,   0.43,  -1.22,   0.25,   0.69,   1.13,  -1.87
197112,  10.52,   6.21,  11.14,   8.83,   7.30,  11.21,   7.55,   8.12,  10.29,   7.79,   5.93,  10.89
197201,   2.51,   3.38,   3.24,   0.16,   3.71,   8.48,   1.01,  -0.32,   0.26,   2.63,   0.84,   6.16
197202,   4.64,   0.57,   4.95,   2.61,   4.84,   1.71,   0.24,  -2.50,   5.59,   7.12,   0.04,   4.57
197203,   0.09,   4.29,   2.70,  -5.45,   2.12,   1.03,  -0.33,  -0.14,   2.03,   0.46,   5.13,  -0.57
197204,   1.90,  -0.59,   1.81,  -0.66,   1.98,   0.74,  -1.06,  -2.80,  -0.60,   1.10,   2.56,   0.96
197205,   0.40,  -1.20,   1.89,   3.62,   2.66,   3.73,   1.24,  -0.17,   1.47,   3.71,  -1.87,   0.69
197206,  -1.11,  -2.92,  -1.75,  -0.98,  -3.43,  -2.57,  -2.64,  -1.56,  -3.95,   2.54,  -3.82,  -5.23
197207,  -1.61,  -2.00,   0.20,  -1.09,   1.09,   0.97,   0.74,   0.05,  -2.47,   3.10,  -1.01,  -5.16
197208,  -0.10,   3.75,   1.13,  12.41,   4.98,   2.91,   5.18,   5.95,  -0.40,   1.05,   6.02,   0.64
197209,  -2.60,  -0.92,  -0.79,  -0.21,  -2.19,  -1.14,   4.27,   0.18,  -0.56,  -0.43,  -0.19,  -3.68
197210,   0.02,  -2.35,   0.58,   3.12,   2.22,  -3.30,   2.27,   6.77,   0.90,   1.50,   1.63,   0.46
197211,   6.87,   8.10,   4.33,   6.19,   3.93,   2.51,   7.04,   6.39,   5.96,  -0.53,   4.74,   5.61
197212,   0.53,   1.74,   0.14,   1.05,   2.53,   2.02,   1.45,  -1.54,   1.84,   3.73,  -0.80,  -0.71
197301,  -4.71,  -6.69,  -4.08,   5.02,  -2.63,   2.07,  -2.12,  -4.28,  -4.28,  -1.18,  -7.48,  -7.45
197302,  -4.36,  -6.03,  -2.62,  -7.36,  -1.10,  -3.02,  -4.64,  -1.98,  -6.44,  -0.71,  -6.14,  -6.01
197303,  -1.04,  -2.85,  -0.60,   3.12,  -0.07,  -1.19,   0.53,  -2.16,  -5.71,   0.78,  -0.42,  -0.12
197304,  -6.29,  -5.10,  -5.20,  -1.03,  -3.33,  -6.53,   0.86,  -0.58,  -8.38,  -5.48,  -8.00,  -7.51
197305,  -2.12,  -4.30,  -0.96,  -3.45,  -1.82,  -2.65,  -0.84,   0.36,  -2.17,   1.07,  -3.25,  -7.30
197306,  -3.48,  -2.61,  -0.29,   1.61,  -0.70,  -0.13,  -0.32,  -2.47,  -5.74,   0.02,   2.55,  -4.05
197307,   7.53,   7.20,   6.62,   0.34,   6.50,   4.88,  -0.31,  -2.39,  11.02,   6.87,   9.08,  10.10
197308,  -3.32,  -3.91,  -0.58,  -3.74,  -4.04,  -3.75,  -3.93,  -2.09,  -4.23,  -6.91,  -2.23,  -2.27
197309,   5.87,   7.85,   4.44,   9.27,   5.20,  -3.17,   7.67,   7.90,   7.44,   0.79,   7.33,   7.07
197310,  -2.34,  -4.50,   0.09,   5.22,   0.43,   4.14,  -5.54,  -3.38,  -3.51,   1.83,  -1.75,  -0.32
197311, -14.31, -16.19, -14.26,  -6.17, -15.03, -11.42,  -1.94, -11.61, -18.72,  -7.77, -12.28, -14.64
197312,  -1.62,  -3.77,   1.36,   8.60,   0.24,  -4.49,   4.54,   3.41,  -0.40,  -4.48,   2.17,   2.76
197401,   2.38,   6.28,   0.42,  -7.52,   0.55,   1.10,   2.01,   4.55,   6.81,  -2.52,   0.31,   1.97
197402,   0.00,  -0.99,   0.05,  -1.48,  -0.43,  -0.65,   4.76,   0.27,   0.93,  -1.23,   0.60,   1.44
197403,  -1.85,   0.03,  -1.99,  -3.33,   1.78,  -2.72,  -4.59,  -3.63,  -3.32,   1.21,  -4.19,  -3.08
197404,  -3.77,  -3.94,  -3.43,  -6.30,   0.11,  -3.66,  -5.31, -12.19,  -1.97,  -1.48,  -6.84,  -5.95
197405,  -2.82,   0.52,  -3.71,  -7.48,   1.27,  -3.94,  -1.52,  -4.89,   1.16,  -0.12, -10.09,  -6.78
197406,  -0.56,  -2.71,  -0.88,  -0.27,   0.92,  -2.93,   0.30,  -6.17,  -2.72,  -1.62,  -6.77,  -4.32
197407, -10.21, -11.74,  -7.56,  -0.65,  -6.74,  -8.44,  -7.63,   0.79, -12.89, -14.06,  -7.20,  -6.10
197408, -10.27,  -6.70,  -9.63,  -8.54, -11.54,  -4.70,  -0.04,  -8.62, -13.04,  -8.11, -11.78,  -9.54
197409, -12.15, -12.76, -13.00,  -7.87, -11.56, -16.96,  -3.81,  -1.34, -12.02, -15.55,  -7.09, -11.88
197410,  15.64,   4.10,  14.43,  20.97,  20.22,  14.83,  10.85,  13.00,  10.23,  29.52,  21.10,  19.36
197411,  -3.84,  -4.67,  -5.82,  -4.18,  -6.67,  -5.06,  -3.09,  -0.15,  -5.73,  -1.20,  -2.06,  -3.45
197412,  -0.60,  -3.86,  -5.04,   0.79,  -3.29,  -5.28,   1.57,  -0.83,  -3.41,  -3.37,  -2.72,  -6.00
197501,  18.88,  21.31,  16.29,   6.51,  10.92,  15.18,  11.10,  18.84,  25.86,  -0.61,  17.19,  18.44
197502,   4.10,   4.58,   8.06,   2.28,   8.24,  13.28,   5.16,   0.92,   5.00,  16.04,   0.21,   5.59
197503,   7.07,   6.69,   5.23,  -2.20,   4.66,   1.01,  -0.85,  -1.34,  10.48,   1.28,   2.48,   5.66
197504,   3.11,   4.00,   8.37,   7.26,  11.62,   5.58,  -0.95,  -1.58,   2.59,   0.72,   1.39,   5.08
197505,   5.21,   2.62,   2.75,  12.35,   2.17,   6.02,   3.52,   8.45,   4.23,   6.48,   6.39,   5.05
197506,   5.35,  10.20,   3.88,   6.24,   3.40,   2.00,   4.07,  10.77,   7.52,   0.91,   6.31,   5.65
197507,  -5.39,  -2.06,  -5.99,  -4.18,  -5.58,  -9.44,  -4.22,  -4.78,  -7.45, -12.03,  -7.32,  -5.00
197508,  -3.12,  -3.43,  -1.03,  -0.94,  -0.72,  -2.86,  -3.59,  -1.30,  -0.25,  -3.34,  -6.13,  -4.22
197509,  -2.51,  -2.56,  -4.93,  -1.15,  -7.09,  -0.80,  -1.25,  -0.97,  -3.50,  -6.54,  -7.50,  -5.20
197510,  10.55,   8.87,   4.76,  -1.39,   7.50,   8.48,   6.82,   6.51,   9.80,  10.68,   5.01,   2.92
197511,   4.09,   3.40,   3.31,  -1.63,   2.98,   5.02,   4.26,   3.12,   4.42,   5.12,   4.87,   2.36
197512,  -1.51,  -0.39,  -1.18,   0.06,  -1.92,  -1.20,  -0.10,   1.33,  -3.03,  -6.36,  -0.44,  -0.16
197601,  11.00,  15.59,  17.23,   8.36,  16.05,  18.20,   9.50,   8.37,   9.06,   7.78,  12.19,  13.63
197602,  -1.07,   3.89,   2.69,  -3.15,   0.29,   1.12,   3.56,  -3.53,   4.54,  -6.52,   1.89,   4.24
197603,   0.72,   3.63,   1.77,   7.27,  -1.46,   3.09,   0.59,   1.42,   3.46,   6.52,   3.25,   0.77
197604,  -1.71,   1.89,  -1.80,   2.12,  -0.49,  -3.46,   1.72,   0.65,  -4.65,  -4.31,  -2.58,  -0.64
197605,  -2.18,  -3.18,  -0.80,   5.49,  -2.15,   0.53,  -2.95,  -1.38,  -5.65,  -2.81,  -2.17,  -1.23
197606,   3.65,   4.26,   4.85,   5.07,   2.08,   8.23,   3.58,   4.27,   1.38,   3.66,   6.47,   4.47
197607,   1.52,  -1.07,  -2.05,  -0.66,  -1.45,  -2.23,   1.24,   2.82,  -2.22,  -0.38,   1.19,  -1.32
197608,  -0.29,  -1.43,  -1.20,  -0.88,  -2.36,  -0.85,   4.73,   2.93,   2.98,   2.17,  -0.15,  -2.18
197609,   1.53,   4.52,   1.13,   5.98,   0.46,   2.89,   1.61,   4.10,   0.37,   3.62,   0.52,   1.39
197610,  -1.60,  -1.18,  -4.08,  -2.41,  -2.41,  -4.46,   1.27,  -0.84,  -0.91,  -3.75,   0.63,  -1.62
197611,   1.75,  -0.75,   0.95,   0.86,  -3.71,   1.61,   3.15,   3.16,   4.90,  -9.69,   1.70,   2.42
197612,   5.24,   9.70,   5.40,   6.27,   7.76,   3.73,   3.46,   6.53,   2.32,   6.26,   8.90,   7.82
197701,  -4.08,  -4.14,  -5.49,   0.25,  -6.51,  -3.94,   0.10,   0.80,  -6.99,  -8.82,  -4.58,  -3.66
197702,  -1.40,  -3.49,  -0.61,  -2.95,  -0.94,  -0.68,   0.97,  -3.40,  -1.87,  -0.21,  -1.62,  -1.88
197703,  -1.39,  -3.37,   0.19,  -2.08,  -0.85,  -0.10,  -1.03,   0.15,  -2.71,  -1.79,  -0.51,   0.34
197704,   0.52,   3.19,   1.12,   2.57,  -0.62,  -3.60,   0.67,   1.95,  -3.43,  -5.20,   2.35,   1.96
197705,  -0.95,  -0.50,  -2.44,  -0.40,  -3.33,  -1.45,   1.43,   1.67,  -2.76,  -1.88,  -0.60,  -1.10
197706,   4.53,   4.32,   3.73,   6.06,   2.61,   7.83,   1.96,   5.72,   6.02,   9.04,   5.99,   4.61
197707,   1.21,  -2.43,  -4.01,  -1.84,  -2.34,  -0.07,  -0.86,   0.87,  -0.19,  -2.24,   0.44,  -1.34
197708,   0.10,  -0.87,  -1.27,  -5.72,  -0.86,   0.59,  -2.26,  -3.25,   4.64,   3.79,  -1.18,  -1.33
197709,   0.26,   1.60,  -1.22,   0.78,  -0.30,  -1.85,   3.47,   2.01,  -0.64,  -0.84,  -0.04,  -0.14
197710,  -3.34,  -4.46,  -4.69,  -3.58,  -3.61,  -3.20,  -5.06,  -3.14,  -3.08,  -1.68,  -4.85,  -3.90
197711,   4.61,   1.95,   4.45,   3.45,   3.56,   5.23,   2.21,   4.30,   5.45,   6.02,   5.87,   7.21
197712,  -0.01,  -0.65,   0.91,   1.85,   0.84,   2.35,   2.16,  -0.32,  -1.33,   0.59,  -0.08,   1.50
